zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
2148,27,98,2,1,0,1,0,28,3,4,0,73,42,1,1,3,Female,Yes,Yes,Yes,No,High,Low,Medium,Fail,Visual,0.9500000000000002,0.45999999999999996,0.033333333333333326,0.0,0.5,0.0
2149,27,98,2,1,0,1,0,19,3,1,0,90,84,1,1,1,Female,Yes,Yes,Yes,No,High,Low,Medium,Merit,Visual,0.9500000000000002,0.8,0.7333333333333333,0.0,0.5,0.0
2150,27,98,1,1,0,0,0,28,3,4,0,73,42,1,1,3,Female,No,Yes,Yes,No,High,Low,Low,Fail,Visual,0.9500000000000002,0.45999999999999996,0.033333333333333326,0.0,0.5,0.0
2151,27,98,1,1,0,0,0,19,3,1,0,90,84,1,1,1,Female,No,Yes,Yes,No,High,Low,Low,Merit,Visual,0.9500000000000002,0.8,0.7333333333333333,0.0,0.5,0.0
2152,27,98,2,0,1,1,0,28,3,4,0,73,42,1,1,3,Female,Yes,No,Yes,No,Low,Low,Medium,Fail,Visual,0.9500000000000002,0.45999999999999996,0.033333333333333326,0.5,0.5,0.0
2153,27,98,2,0,1,1,0,19,3,1,0,90,84,1,1,1,Female,Yes,No,Yes,No,Low,Low,Medium,Merit,Visual,0.9500000000000002,0.8,0.7333333333333333,0.5,0.5,0.0
2154,27,98,2,0,1,1,0,28,3,4,0,73,42,1,1,3,Female,Yes,No,Yes,No,Low,Low,Medium,Fail,Visual,0.9500000000000002,0.45999999999999996,0.033333333333333326,0.5,0.5,0.0
2155,27,98,2,0,1,1,0,19,3,1,0,90,84,1,1,1,Female,Yes,No,Yes,No,Low,Low,Medium,Merit,Visual,0.9500000000000002,0.8,0.7333333333333333,0.5,0.5,0.0
2156,20,98,0,0,0,1,0,27,3,7,1,88,71,0,2,1,Female,Yes,No,No,Yes,High,Medium,High,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,0.0,1.0,1.0
2157,20,98,1,1,2,0,0,27,3,7,1,88,71,0,2,1,Female,No,Yes,No,Yes,Medium,Medium,Low,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,1.0,1.0,1.0
2158,20,98,0,1,0,1,0,27,3,7,1,88,71,0,2,1,Female,Yes,Yes,No,Yes,High,Medium,High,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,0.0,1.0,1.0
2159,20,98,1,1,0,0,0,27,3,7,1,88,71,0,2,1,Female,No,Yes,No,Yes,High,Medium,Low,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,0.0,1.0,1.0
2160,20,98,2,1,1,0,0,27,3,7,1,88,71,0,2,1,Female,No,Yes,No,Yes,Low,Medium,Medium,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,0.5,1.0,1.0
2161,20,98,1,0,1,1,0,27,3,7,1,88,71,0,2,1,Female,Yes,No,No,Yes,Low,Medium,Low,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,0.5,1.0,1.0
2162,20,98,2,0,1,1,0,27,3,7,1,88,71,0,2,1,Female,Yes,No,No,Yes,Low,Medium,Medium,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,0.5,1.0,1.0
2163,20,98,2,1,1,1,0,27,3,7,1,88,71,0,2,1,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Merit,Visual,0.9500000000000002,0.76,0.5166666666666667,0.5,1.0,1.0
2164,14,64,1,1,1,1,1,21,2,12,0,53,58,1,2,2,Male,Yes,Yes,Yes,No,Low,Medium,Low,Pass,ReadWrite,0.10000000000000009,0.06000000000000005,0.30000000000000004,0.5,1.0,0.0
2165,14,64,2,0,0,1,1,21,2,12,0,53,58,1,2,2,Male,Yes,No,Yes,No,High,Medium,Medium,Pass,ReadWrite,0.10000000000000009,0.06000000000000005,0.30000000000000004,0.0,1.0,0.0
2166,16,61,1,0,0,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,No,Yes,Yes,High,Low,Low,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,0.0,0.5,1.0
2167,16,61,1,0,0,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,No,Yes,No,High,Medium,Low,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,0.0,1.0,0.0
2168,16,61,1,0,0,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,No,No,No,High,High,Low,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,0.0,0.0,0.0
2169,16,61,0,0,2,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,No,Yes,Yes,Medium,Low,High,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,1.0,0.5,1.0
2170,16,61,0,0,2,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,No,Yes,No,Medium,Medium,High,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,1.0,1.0,0.0
2171,16,61,0,0,2,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,No,No,No,Medium,High,High,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,1.0,0.0,0.0
2172,16,61,0,1,1,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,Yes,Yes,Yes,Low,Low,High,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,0.5,0.5,1.0
2173,16,61,0,1,1,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,High,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,0.5,1.0,0.0
2174,16,61,0,1,1,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,Yes,No,No,Low,High,High,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,0.5,0.0,0.0
2175,16,61,2,0,1,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,No,Yes,Yes,Low,Low,Medium,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,0.5,0.5,1.0
2176,16,61,2,0,1,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,No,Yes,No,Low,Medium,Medium,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,0.5,1.0,0.0
2177,16,61,2,0,1,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,No,No,No,Low,High,Medium,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,0.5,0.0,0.0
2178,16,61,2,1,1,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,Yes,Yes,Yes,Low,Low,Medium,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,0.5,0.5,1.0
2179,16,61,2,1,1,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,0.5,1.0,0.0
2180,16,61,2,1,1,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,Yes,No,No,Low,High,Medium,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,0.5,0.0,0.0
2181,16,61,2,0,2,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,No,Yes,Yes,Medium,Low,Medium,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,1.0,0.5,1.0
2182,16,61,2,0,2,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,No,Yes,No,Medium,Medium,Medium,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,1.0,1.0,0.0
2183,16,61,2,0,2,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,No,No,No,Medium,High,Medium,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,1.0,0.0,0.0
2184,16,61,1,1,0,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,Yes,Yes,Yes,High,Low,Low,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,0.0,0.5,1.0
2185,16,61,1,1,0,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,Yes,Yes,No,High,Medium,Low,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,0.0,1.0,0.0
2186,16,61,1,1,0,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,Yes,No,No,High,High,Low,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,0.0,0.0,0.0
2187,16,61,2,1,2,1,1,25,3,7,1,77,68,1,1,2,Male,Yes,Yes,Yes,Yes,Medium,Low,Medium,Pass,Visual,0.025000000000000133,0.54,0.4666666666666667,1.0,0.5,1.0
2188,16,61,2,1,2,1,1,25,1,15,0,84,53,1,2,3,Male,Yes,Yes,Yes,No,Medium,Medium,Medium,Fail,Kinesthetic,0.025000000000000133,0.6799999999999999,0.21666666666666667,1.0,1.0,0.0
2189,16,61,2,1,2,1,1,25,0,18,0,91,78,0,0,1,Male,Yes,Yes,No,No,Medium,High,Medium,Merit,Auditory,0.025000000000000133,0.8200000000000001,0.6333333333333334,1.0,0.0,0.0
2190,24,66,0,1,2,1,1,19,1,11,1,69,62,1,1,2,Male,Yes,Yes,Yes,Yes,Medium,Low,High,Pass,Kinesthetic,0.15000000000000013,0.3800000000000001,0.3666666666666666,1.0,0.5,1.0
2191,24,66,0,1,2,1,1,21,3,10,1,69,64,1,2,2,Male,Yes,Yes,Yes,Yes,Medium,Medium,High,Pass,Visual,0.15000000000000013,0.3800000000000001,0.4,1.0,1.0,1.0
2192,24,66,2,0,1,1,1,19,1,11,1,69,62,1,1,2,Male,Yes,No,Yes,Yes,Low,Low,Medium,Pass,Kinesthetic,0.15000000000000013,0.3800000000000001,0.3666666666666666,0.5,0.5,1.0
2193,24,66,2,0,1,1,1,21,3,10,1,69,64,1,2,2,Male,Yes,No,Yes,Yes,Low,Medium,Medium,Pass,Visual,0.15000000000000013,0.3800000000000001,0.4,0.5,1.0,1.0
2194,24,66,2,0,1,1,1,19,1,11,1,69,62,1,1,2,Male,Yes,No,Yes,Yes,Low,Low,Medium,Pass,Kinesthetic,0.15000000000000013,0.3800000000000001,0.3666666666666666,0.5,0.5,1.0
2195,24,66,2,0,1,1,1,21,3,10,1,69,64,1,2,2,Male,Yes,No,Yes,Yes,Low,Medium,Medium,Pass,Visual,0.15000000000000013,0.3800000000000001,0.4,0.5,1.0,1.0
2196,24,66,1,1,0,1,1,19,1,11,1,69,62,1,1,2,Male,Yes,Yes,Yes,Yes,High,Low,Low,Pass,Kinesthetic,0.15000000000000013,0.3800000000000001,0.3666666666666666,0.0,0.5,1.0
2197,24,66,1,1,0,1,1,21,3,10,1,69,64,1,2,2,Male,Yes,Yes,Yes,Yes,High,Medium,Low,Pass,Visual,0.15000000000000013,0.3800000000000001,0.4,0.0,1.0,1.0
2198,24,66,1,0,1,0,1,19,1,11,1,69,62,1,1,2,Male,No,No,Yes,Yes,Low,Low,Low,Pass,Kinesthetic,0.15000000000000013,0.3800000000000001,0.3666666666666666,0.5,0.5,1.0
2199,24,66,1,0,1,0,1,21,3,10,1,69,64,1,2,2,Male,No,No,Yes,Yes,Low,Medium,Low,Pass,Visual,0.15000000000000013,0.3800000000000001,0.4,0.5,1.0,1.0
2200,16,100,0,1,2,1,1,18,3,15,0,80,76,1,2,1,Male,Yes,Yes,Yes,No,Medium,Medium,High,Merit,Visual,1.0,0.6000000000000001,0.6,1.0,1.0,0.0
2201,16,100,0,1,2,1,1,20,2,15,0,78,77,0,0,1,Male,Yes,Yes,No,No,Medium,High,High,Merit,ReadWrite,1.0,0.56,0.6166666666666666,1.0,0.0,0.0
2202,16,100,2,1,1,1,1,18,3,15,0,80,76,1,2,1,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Merit,Visual,1.0,0.6000000000000001,0.6,0.5,1.0,0.0
2203,16,100,2,1,1,1,1,20,2,15,0,78,77,0,0,1,Male,Yes,Yes,No,No,Low,High,Medium,Merit,ReadWrite,1.0,0.56,0.6166666666666666,0.5,0.0,0.0
2204,16,100,2,1,2,1,1,18,3,15,0,80,76,1,2,1,Male,Yes,Yes,Yes,No,Medium,Medium,Medium,Merit,Visual,1.0,0.6000000000000001,0.6,1.0,1.0,0.0
2205,16,100,2,1,2,1,1,20,2,15,0,78,77,0,0,1,Male,Yes,Yes,No,No,Medium,High,Medium,Merit,ReadWrite,1.0,0.56,0.6166666666666666,1.0,0.0,0.0
2206,21,67,1,0,0,1,0,27,0,0,0,73,89,1,0,0,Female,Yes,No,Yes,No,High,High,Low,Distinction,Auditory,0.17500000000000004,0.45999999999999996,0.8166666666666668,0.0,0.0,0.0
2207,21,67,1,0,0,1,0,26,1,5,1,99,60,1,2,2,Female,Yes,No,Yes,Yes,High,Medium,Low,Pass,Kinesthetic,0.17500000000000004,0.98,0.33333333333333337,0.0,1.0,1.0
2208,21,67,1,0,0,1,0,19,3,6,0,72,100,0,2,0,Female,Yes,No,No,No,High,Medium,Low,Distinction,Visual,0.17500000000000004,0.43999999999999995,1.0,0.0,1.0,0.0
2209,21,67,2,0,1,1,0,27,0,0,0,73,89,1,0,0,Female,Yes,No,Yes,No,Low,High,Medium,Distinction,Auditory,0.17500000000000004,0.45999999999999996,0.8166666666666668,0.5,0.0,0.0
2210,21,67,2,0,1,1,0,26,1,5,1,99,60,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,Medium,Pass,Kinesthetic,0.17500000000000004,0.98,0.33333333333333337,0.5,1.0,1.0
2211,21,67,2,0,1,1,0,19,3,6,0,72,100,0,2,0,Female,Yes,No,No,No,Low,Medium,Medium,Distinction,Visual,0.17500000000000004,0.43999999999999995,1.0,0.5,1.0,0.0
2212,21,67,1,1,1,1,0,27,0,0,0,73,89,1,0,0,Female,Yes,Yes,Yes,No,Low,High,Low,Distinction,Auditory,0.17500000000000004,0.45999999999999996,0.8166666666666668,0.5,0.0,0.0
2213,21,67,1,1,1,1,0,26,1,5,1,99,60,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Kinesthetic,0.17500000000000004,0.98,0.33333333333333337,0.5,1.0,1.0
2214,21,67,1,1,1,1,0,19,3,6,0,72,100,0,2,0,Female,Yes,Yes,No,No,Low,Medium,Low,Distinction,Visual,0.17500000000000004,0.43999999999999995,1.0,0.5,1.0,0.0
2215,21,67,1,1,1,1,0,27,0,0,0,73,89,1,0,0,Female,Yes,Yes,Yes,No,Low,High,Low,Distinction,Auditory,0.17500000000000004,0.45999999999999996,0.8166666666666668,0.5,0.0,0.0
2216,21,67,1,1,1,1,0,26,1,5,1,99,60,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Kinesthetic,0.17500000000000004,0.98,0.33333333333333337,0.5,1.0,1.0
2217,21,67,1,1,1,1,0,19,3,6,0,72,100,0,2,0,Female,Yes,Yes,No,No,Low,Medium,Low,Distinction,Visual,0.17500000000000004,0.43999999999999995,1.0,0.5,1.0,0.0
2218,21,67,0,0,1,1,0,27,0,0,0,73,89,1,0,0,Female,Yes,No,Yes,No,Low,High,High,Distinction,Auditory,0.17500000000000004,0.45999999999999996,0.8166666666666668,0.5,0.0,0.0
2219,21,67,0,0,1,1,0,26,1,5,1,99,60,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,High,Pass,Kinesthetic,0.17500000000000004,0.98,0.33333333333333337,0.5,1.0,1.0
2220,21,67,0,0,1,1,0,19,3,6,0,72,100,0,2,0,Female,Yes,No,No,No,Low,Medium,High,Distinction,Visual,0.17500000000000004,0.43999999999999995,1.0,0.5,1.0,0.0
2221,21,67,2,1,2,1,0,27,0,0,0,73,89,1,0,0,Female,Yes,Yes,Yes,No,Medium,High,Medium,Distinction,Auditory,0.17500000000000004,0.45999999999999996,0.8166666666666668,1.0,0.0,0.0
2222,21,67,2,1,2,1,0,26,1,5,1,99,60,1,2,2,Female,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Pass,Kinesthetic,0.17500000000000004,0.98,0.33333333333333337,1.0,1.0,1.0
2223,21,67,2,1,2,1,0,19,3,6,0,72,100,0,2,0,Female,Yes,Yes,No,No,Medium,Medium,Medium,Distinction,Visual,0.17500000000000004,0.43999999999999995,1.0,1.0,1.0,0.0
2224,21,67,2,0,0,1,0,27,0,0,0,73,89,1,0,0,Female,Yes,No,Yes,No,High,High,Medium,Distinction,Auditory,0.17500000000000004,0.45999999999999996,0.8166666666666668,0.0,0.0,0.0
2225,21,67,2,0,0,1,0,26,1,5,1,99,60,1,2,2,Female,Yes,No,Yes,Yes,High,Medium,Medium,Pass,Kinesthetic,0.17500000000000004,0.98,0.33333333333333337,0.0,1.0,1.0
2226,21,67,2,0,0,1,0,19,3,6,0,72,100,0,2,0,Female,Yes,No,No,No,High,Medium,Medium,Distinction,Visual,0.17500000000000004,0.43999999999999995,1.0,0.0,1.0,0.0
2227,16,94,2,1,1,1,1,21,2,19,0,81,92,1,0,0,Male,Yes,Yes,Yes,No,Low,High,Medium,Distinction,ReadWrite,0.8500000000000001,0.6200000000000001,0.8666666666666666,0.5,0.0,0.0
2228,16,94,2,1,1,1,1,28,0,14,0,91,92,0,2,0,Male,Yes,Yes,No,No,Low,Medium,Medium,Distinction,Auditory,0.8500000000000001,0.8200000000000001,0.8666666666666666,0.5,1.0,0.0
2229,16,94,2,1,1,1,1,21,2,3,1,50,49,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,ReadWrite,0.8500000000000001,0.0,0.15000000000000002,0.5,1.0,1.0
2230,16,94,2,1,1,1,1,25,2,20,1,51,97,1,0,0,Male,Yes,Yes,Yes,Yes,Low,High,Medium,Distinction,ReadWrite,0.8500000000000001,0.020000000000000018,0.9500000000000001,0.5,0.0,1.0
2231,16,94,2,1,2,1,1,21,2,19,0,81,92,1,0,0,Male,Yes,Yes,Yes,No,Medium,High,Medium,Distinction,ReadWrite,0.8500000000000001,0.6200000000000001,0.8666666666666666,1.0,0.0,0.0
2232,16,94,2,1,2,1,1,28,0,14,0,91,92,0,2,0,Male,Yes,Yes,No,No,Medium,Medium,Medium,Distinction,Auditory,0.8500000000000001,0.8200000000000001,0.8666666666666666,1.0,1.0,0.0
2233,16,94,2,1,2,1,1,21,2,3,1,50,49,1,2,3,Male,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Fail,ReadWrite,0.8500000000000001,0.0,0.15000000000000002,1.0,1.0,1.0
2234,16,94,2,1,2,1,1,25,2,20,1,51,97,1,0,0,Male,Yes,Yes,Yes,Yes,Medium,High,Medium,Distinction,ReadWrite,0.8500000000000001,0.020000000000000018,0.9500000000000001,1.0,0.0,1.0
2235,16,94,1,1,1,1,1,21,2,19,0,81,92,1,0,0,Male,Yes,Yes,Yes,No,Low,High,Low,Distinction,ReadWrite,0.8500000000000001,0.6200000000000001,0.8666666666666666,0.5,0.0,0.0
2236,16,94,1,1,1,1,1,28,0,14,0,91,92,0,2,0,Male,Yes,Yes,No,No,Low,Medium,Low,Distinction,Auditory,0.8500000000000001,0.8200000000000001,0.8666666666666666,0.5,1.0,0.0
2237,16,94,1,1,1,1,1,21,2,3,1,50,49,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,ReadWrite,0.8500000000000001,0.0,0.15000000000000002,0.5,1.0,1.0
2238,16,94,1,1,1,1,1,25,2,20,1,51,97,1,0,0,Male,Yes,Yes,Yes,Yes,Low,High,Low,Distinction,ReadWrite,0.8500000000000001,0.020000000000000018,0.9500000000000001,0.5,0.0,1.0
2239,33,61,1,0,2,1,0,26,1,20,1,55,65,1,0,2,Female,Yes,No,Yes,Yes,Medium,High,Low,Pass,Kinesthetic,0.025000000000000133,0.10000000000000009,0.41666666666666663,1.0,0.0,1.0
2240,33,61,1,0,1,1,0,26,1,20,1,55,65,1,0,2,Female,Yes,No,Yes,Yes,Low,High,Low,Pass,Kinesthetic,0.025000000000000133,0.10000000000000009,0.41666666666666663,0.5,0.0,1.0
2241,24,84,0,0,0,1,0,29,2,2,1,93,69,1,2,2,Female,Yes,No,Yes,Yes,High,Medium,High,Pass,ReadWrite,0.6000000000000001,0.8600000000000001,0.4833333333333333,0.0,1.0,1.0
2242,24,84,0,0,0,1,0,21,0,15,1,56,61,0,1,2,Female,Yes,No,No,Yes,High,Low,High,Pass,Auditory,0.6000000000000001,0.1200000000000001,0.35,0.0,0.5,1.0
2243,24,84,0,0,0,1,0,29,0,1,0,94,67,0,2,2,Female,Yes,No,No,No,High,Medium,High,Pass,Auditory,0.6000000000000001,0.8800000000000001,0.45000000000000007,0.0,1.0,0.0
2244,24,84,0,0,0,1,0,27,3,5,1,84,70,1,1,1,Female,Yes,No,Yes,Yes,High,Low,High,Merit,Visual,0.6000000000000001,0.6799999999999999,0.5000000000000001,0.0,0.5,1.0
2245,24,84,2,1,2,1,0,29,2,2,1,93,69,1,2,2,Female,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Pass,ReadWrite,0.6000000000000001,0.8600000000000001,0.4833333333333333,1.0,1.0,1.0
2246,24,84,2,1,2,1,0,21,0,15,1,56,61,0,1,2,Female,Yes,Yes,No,Yes,Medium,Low,Medium,Pass,Auditory,0.6000000000000001,0.1200000000000001,0.35,1.0,0.5,1.0
2247,24,84,2,1,2,1,0,29,0,1,0,94,67,0,2,2,Female,Yes,Yes,No,No,Medium,Medium,Medium,Pass,Auditory,0.6000000000000001,0.8800000000000001,0.45000000000000007,1.0,1.0,0.0
2248,24,84,2,1,2,1,0,27,3,5,1,84,70,1,1,1,Female,Yes,Yes,Yes,Yes,Medium,Low,Medium,Merit,Visual,0.6000000000000001,0.6799999999999999,0.5000000000000001,1.0,0.5,1.0
2249,24,84,1,1,1,1,0,29,2,2,1,93,69,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,ReadWrite,0.6000000000000001,0.8600000000000001,0.4833333333333333,0.5,1.0,1.0
2250,24,84,1,1,1,1,0,21,0,15,1,56,61,0,1,2,Female,Yes,Yes,No,Yes,Low,Low,Low,Pass,Auditory,0.6000000000000001,0.1200000000000001,0.35,0.5,0.5,1.0
2251,24,84,1,1,1,1,0,29,0,1,0,94,67,0,2,2,Female,Yes,Yes,No,No,Low,Medium,Low,Pass,Auditory,0.6000000000000001,0.8800000000000001,0.45000000000000007,0.5,1.0,0.0
2252,24,84,1,1,1,1,0,27,3,5,1,84,70,1,1,1,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Merit,Visual,0.6000000000000001,0.6799999999999999,0.5000000000000001,0.5,0.5,1.0
2253,8,71,0,0,1,1,1,24,2,13,0,80,52,1,1,3,Male,Yes,No,Yes,No,Low,Low,High,Fail,ReadWrite,0.27500000000000013,0.6000000000000001,0.20000000000000007,0.5,0.5,0.0
2254,8,71,0,0,1,1,1,23,3,1,1,86,58,0,2,2,Male,Yes,No,No,Yes,Low,Medium,High,Pass,Visual,0.27500000000000013,0.72,0.30000000000000004,0.5,1.0,1.0
2255,8,71,0,0,1,1,1,28,2,10,1,83,89,1,2,0,Male,Yes,No,Yes,Yes,Low,Medium,High,Distinction,ReadWrite,0.27500000000000013,0.6600000000000001,0.8166666666666668,0.5,1.0,1.0
2256,8,71,0,0,1,1,1,26,0,2,1,54,45,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,High,Fail,Auditory,0.27500000000000013,0.08000000000000007,0.08333333333333337,0.5,0.5,1.0
2257,8,71,0,0,1,1,1,24,2,8,1,63,80,1,2,1,Male,Yes,No,Yes,Yes,Low,Medium,High,Merit,ReadWrite,0.27500000000000013,0.26,0.6666666666666666,0.5,1.0,1.0
2258,8,71,1,0,2,1,1,24,2,13,0,80,52,1,1,3,Male,Yes,No,Yes,No,Medium,Low,Low,Fail,ReadWrite,0.27500000000000013,0.6000000000000001,0.20000000000000007,1.0,0.5,0.0
2259,8,71,1,0,2,1,1,23,3,1,1,86,58,0,2,2,Male,Yes,No,No,Yes,Medium,Medium,Low,Pass,Visual,0.27500000000000013,0.72,0.30000000000000004,1.0,1.0,1.0
2260,8,71,1,0,2,1,1,28,2,10,1,83,89,1,2,0,Male,Yes,No,Yes,Yes,Medium,Medium,Low,Distinction,ReadWrite,0.27500000000000013,0.6600000000000001,0.8166666666666668,1.0,1.0,1.0
2261,8,71,1,0,2,1,1,26,0,2,1,54,45,1,1,3,Male,Yes,No,Yes,Yes,Medium,Low,Low,Fail,Auditory,0.27500000000000013,0.08000000000000007,0.08333333333333337,1.0,0.5,1.0
2262,8,71,1,0,2,1,1,24,2,8,1,63,80,1,2,1,Male,Yes,No,Yes,Yes,Medium,Medium,Low,Merit,ReadWrite,0.27500000000000013,0.26,0.6666666666666666,1.0,1.0,1.0
2263,21,94,1,0,0,1,1,21,1,18,0,61,48,0,1,3,Male,Yes,No,No,No,High,Low,Low,Fail,Kinesthetic,0.8500000000000001,0.21999999999999997,0.13333333333333341,0.0,0.5,0.0
2264,21,94,1,0,0,1,1,23,3,19,0,59,48,1,2,3,Male,Yes,No,Yes,No,High,Medium,Low,Fail,Visual,0.8500000000000001,0.17999999999999994,0.13333333333333341,0.0,1.0,0.0
2265,21,94,1,1,0,1,1,21,1,18,0,61,48,0,1,3,Male,Yes,Yes,No,No,High,Low,Low,Fail,Kinesthetic,0.8500000000000001,0.21999999999999997,0.13333333333333341,0.0,0.5,0.0
2266,21,94,1,1,0,1,1,23,3,19,0,59,48,1,2,3,Male,Yes,Yes,Yes,No,High,Medium,Low,Fail,Visual,0.8500000000000001,0.17999999999999994,0.13333333333333341,0.0,1.0,0.0
2267,21,94,0,1,0,1,1,21,1,18,0,61,48,0,1,3,Male,Yes,Yes,No,No,High,Low,High,Fail,Kinesthetic,0.8500000000000001,0.21999999999999997,0.13333333333333341,0.0,0.5,0.0
2268,21,94,0,1,0,1,1,23,3,19,0,59,48,1,2,3,Male,Yes,Yes,Yes,No,High,Medium,High,Fail,Visual,0.8500000000000001,0.17999999999999994,0.13333333333333341,0.0,1.0,0.0
2269,21,94,1,1,0,1,1,21,1,18,0,61,48,0,1,3,Male,Yes,Yes,No,No,High,Low,Low,Fail,Kinesthetic,0.8500000000000001,0.21999999999999997,0.13333333333333341,0.0,0.5,0.0
2270,21,94,1,1,0,1,1,23,3,19,0,59,48,1,2,3,Male,Yes,Yes,Yes,No,High,Medium,Low,Fail,Visual,0.8500000000000001,0.17999999999999994,0.13333333333333341,0.0,1.0,0.0
2271,21,94,1,0,0,0,1,21,1,18,0,61,48,0,1,3,Male,No,No,No,No,High,Low,Low,Fail,Kinesthetic,0.8500000000000001,0.21999999999999997,0.13333333333333341,0.0,0.5,0.0
2272,21,94,1,0,0,0,1,23,3,19,0,59,48,1,2,3,Male,No,No,Yes,No,High,Medium,Low,Fail,Visual,0.8500000000000001,0.17999999999999994,0.13333333333333341,0.0,1.0,0.0
2273,21,94,1,0,1,1,1,21,1,18,0,61,48,0,1,3,Male,Yes,No,No,No,Low,Low,Low,Fail,Kinesthetic,0.8500000000000001,0.21999999999999997,0.13333333333333341,0.5,0.5,0.0
2274,21,94,1,0,1,1,1,23,3,19,0,59,48,1,2,3,Male,Yes,No,Yes,No,Low,Medium,Low,Fail,Visual,0.8500000000000001,0.17999999999999994,0.13333333333333341,0.5,1.0,0.0
2275,21,94,0,0,1,1,1,21,1,18,0,61,48,0,1,3,Male,Yes,No,No,No,Low,Low,High,Fail,Kinesthetic,0.8500000000000001,0.21999999999999997,0.13333333333333341,0.5,0.5,0.0
